717847|1099000|Private hilltop setting on 2.27 acres in exclusive Treemont~Priced $400,000 Under April 2003 appraisal for Redecorating ~Impressive 2-stry,wide foyer w/columns~Curved free-standing staircase~Heavy Mouldings~Panelled Den~Stacked Stone FP~Bring all Offers|7149|37220|Nashville|http://pictures.realtracs.net/717000/717847/lr717847-9.jpg|y
734608|779202|Fabulous floor plan. Great kitchen open to fam rm. Master  BR on 1st floor w/fireplace, built-ins and study. 3 BR's up each own bath. 33' bonus room w/stone FP over 3 car gar. Covered back porch, patio, irrigation,  Price & options sub to chg w/o notice.|4554|37069|Franklin|http://pictures.realtracs.net/734000/734608/lr734608-1.jpg|y
736553|1199900|New French Country style on level 1 acre lot. Grand entry. Curved Stairs. Library. Great rm w/FP. Commercial kit. Gathering rm opens to screened porch. 2 story great rm opens to covered porch. Butlers pantry. His/hers baths. All bdrms are suites.|5598|37069|Franklin|http://pictures.realtracs.net/736000/736553/lr736553-1.jpg|y
738419|1298900|"Belmaison" EMPHASIZING CASUAL LUXURY! MAIN FLOOR LIVING W/AMPLE ROOM FOR EVERYONE & EVERYTHING~THIS HOME FEATURES A PORTE-COCHERE FOR EASY ACCESS~HUGE KITCHEN~FAB HOMEMAKER SUITE~OUTDOOR LIVING AREA ON LEVEL, VERY PROTECTED LOT~MANY OTHER FEATURES.|5904|37027|Brentwood|http://pictures.realtracs.net/738000/738419/lr738419-22.jpg|y
740615|1099000|Incredible home built by RiverBirch Homes in desirable location!!! 5 br, 5 1/2 baths,study  + media room and optional upstairs office.  Sand and finish HW, granite in kitchen, butler's pantry& master bath, Master +guest BR down|4836|37069|Franklin|http://pictures.realtracs.net/740000/740615/lr740615-1.jpg|y
740963|1074900|GREAT VALUE FOR THE PRICE. BACKS TO 1ST HOLE. QUALITY THROUGOUT WITH MANY CUSTOM EXTRAS. FINISHED BASEMENT.|5157|37027|Brentwood|http://pictures.realtracs.net/740000/740963/lr740963-0.jpg|y
741513|1295000|Custom built home on 5 acres in gated community, premium quality throughout,incredible master bath,his/her closets,gourmet kitchen,800 S/F gentleman's retreat w/wet bar, bath and HI DEF theater system, beautiful landscaping,with lots of mature trees.|6030|37064|Franklin|http://pictures.realtracs.net/741000/741513/lr741513-11.jpg|y
741518|1200000|Custom home on over 5 acres, double stairways,walk in closets,3 car garage, two story foyer, great views,many amenities|5564|37064|Franklin|http://pictures.realtracs.net/741000/741518/lr741518-22.jpg|y
742952|1200000|"THE MARSEILLES" ANOTHER FABULOUS CUSTOM HOME BY ANDERSON CUSTOM CONSTRUCTION*ALL THE FINEST AMMINITIES THAT YOU WOULD EXPECT FROM THIS EXCEPTIONAL BUILDER*OUTDOOR LIVING AREAS INCLUDE PALATIAL FRONT PORCH, BACK TERRACE AND COVERED PORCH*|5000|37027|Brentwood|http://pictures.realtracs.net/742000/742952/lr742952-4.jpg|y
744548|929900|TO BE BUILT...Take all of the guess work out of building.  The Builder has this home built and sold on Lot 108 in Montclair Subdivision.  Buyer can customize to fit their needs.  The easy way to custom build.  Glenellen Sub. backs up to Governors Club|4637|37027|Brentwood|http://pictures.realtracs.net/744000/744548/lr744548-1.jpg|y
744685|1199000|New gated community in Brentwood. Tudor style home with brick and stone on level 1 acre lot. Hardwoods throughout main level including master suite. Paneled library. Cherry, granite, stainless kitchen. Open floor plan. Theatre. Play room. Great House!|5655|37027|Brentwood|http://pictures.realtracs.net/744000/744685/lr744685-11.jpg|y
744944|1199000|EXQUISITE CUSTOM HOME W/IN-GROUND POOL & CO-OWNED LAKE* 3.77 ACRES*3-CAR PLUS DETACHED 4-CAR GARAGE*TOP-OF-THE--LINE KITCHEN*INCREDIBLE DETAILS*3 FIREPLACES*HUGE MEDIA ROOM W/BAR*WONDERFUL COVERED PORCH OVERLOOKING POOL AND LAKE*TOO MUCH TO LIST.|5147|37064|Franklin|http://pictures.realtracs.net/744000/744944/lr744944-1.jpg|y
745877|975000|FABULOUS RESTORATION OF 1900 BRICK VICTORIAN SHOWPLACE. 6FP! HUGE GARDEN! APT OVER GAR. BSMT 3170 SQ FT. PARLORS, CLAW FOOT TUBS, TRANSOMS, ORIGINAL MILLWORK - - HISTORY LOVERS - HERE IS YOUR DREAM! "3RD FLR" IS  CARRIAGE HOUSE APT. JUST REDUCED $120,000!|5287|37064|Franklin|http://pictures.realtracs.net/745000/745877/lr745877-12.jpg|y
747685|669000|Handicapped-fitted IN-LAW wing w/2050 sf inc.2BR/2BA,full size kitchen, LR,DR,sep.entry.MAIN house has 3862 sf w/4 BR/2-2 BA, 26'x34' bonus rm,SS appliances,1881 sf unfin.basemt will hold 4 cars-has paint bay w/sep.vent system-3-car upper garage|5912|37075|Hendersonville|http://pictures.realtracs.net/747000/747685/lr747685-1.jpg|y
749283|997500|$2,500 BONUS-Buyers Agent Broker EUROPEAN MANOR, ELEVATOR OPTION,MORNG BAR inMSTRBRM,DUMB WAITER,MOST RMS 1ST FLR WIRED SURROUND SOUND & WIRED 4 HM THEATER,2900 SQFT UNFIN. &PLUMBED BSMENT,PERFECT 4 RECORDING STUDIO, & "SAFE RM"REDUCD $300,000 -QUICK SALE|6018|37064|Franklin|http://pictures.realtracs.net/749000/749283/lr749283-14.jpg|y
749768|1199900|JUST COMPLETED AT END OF JULY 2006!! CUSTOM HOME BY PARADE OF HOMES BUILDER KURT CONNER AND SONS CONSTRUCTION. WAY TOO MANY FEATURES TO LIST THEM ALL!! GREAT LAYOUT, IDEAL YARD FOR A POOL,MOLDINGS,BUILT-INS, IDEAL HOME OFFICE SET UP! NEW PRICE!!!|5730|37069|Franklin|http://pictures.realtracs.net/749000/749768/lr749768-2.jpg|y
749796|741440|Fabulous Lexington floor plan. Great kitchen open to fam rm. Master  BR on 1st floor w/fireplace, built-ins and study. 3 BR's up each own bath. 33' bonus room w/stone FP over 3 car gar. Covered back porch w/firepla.  Price & options sub to chg w/o notice.|4554|37069|Franklin|http://pictures.realtracs.net/749000/749796/lr749796-1.jpg|y
749818|709195|We pay to finish basement meaning take (check with builder) off,and closing costs. This 6bdrm home in the heart of cool springs, culdesac homesite, views of Liberty Park,2 fireplaces, Hearth room , large island kitchen.|4656|37067|Franklin|http://pictures.realtracs.net/749000/749818/lr749818-0.jpg|y
