883592|545900|Fabulous Bluegrass Downs home.  Excellent floor plan with 1 master up and 1 down,beautiful hardwoods, extensive trimwork, amazing ceilings.  Great for entertaining with wet bar, huge bonus room w/firepl, covered deck.  mstr suite- firepl &  whirlpool tub.|5700|37075|Hendersonville|http://pictures.realtracs.net/883000/883592/lr883592-0.jpg|y
967952|599900|Exquisite builder's GREEN EnergyStar certified home. Stunning architectural elements &  luxury features.  Barrel & tray ceilings, custom hardwoods, cabinetry, iron & woodwork, 8' doors. Master is fit for royalty. Kitchen is to die for! MUST SEE to believe|4500|37075|HENDERSONVILLE|http://pictures.realtracs.net/967000/967952/lr967952-3.jpg|y
1013702|1200000|New construction in Forest Hills. Private acre treed lot at end of cul de sac. Old world style w/brick, stone & timber details. Flowing living space w/open rooms & huge kitchen. Screened-in porch. Easily accommodates pool.|7135|37215|Nashville|http://pictures.realtracs.net/1013000/1013702/lr1013702-1.jpg|y
1017716|949000|Bank owned & ready for an offer. Minutes from Leipers Fork Village! Hardwoods & built-ins throughout. Master suite with large bath, whirlpool tub, large seperate shower, tile floors & granite counter tops. In-law suite w/kitchenette & full bath.|7969|37064|Franklin|http://pictures.realtracs.net/1017000/1017716/lr1017716-1.jpg|y
1017717|849000|Bank owned & ready for offer. Wooded lot on a culdesac. Very private. Master down with the best closest I have ever seen! Kitchette & room for pool talble downstairs just off media room- full bath . 2 car gar. on main &  huge 2 car off base ment.|6645|37064|Franklin|http://pictures.realtracs.net/1017000/1017717/lr1017717-1.jpg|y
1018162|769900|New construction with touches that rival any million dollar home in Green Hills. Built by Home Team Construction. Convenient living in large feeling home with beautiful granite, marble and gleaming hardwoods.Owner-terms, special financing; buy-down|4602|37204|Nashville|http://pictures.realtracs.net/1018000/1018162/lr1018162-4.jpg|y
1021961|1149000|Renovated in 2006, fabulous large level lot with mature trees, in-ground swimming pool, cabana with bath and kitchenette. Great location, great renocations, great yard, just waiting for the Greatest family.|4606|37215|Nashville|http://pictures.realtracs.net/1021000/1021961/lr1021961-11.jpg|y
1023590|570900|2007 custom built 5 bedroom, 4 bath home on large irrigated lot. Upgraded finishes w/ eat in kitchen, formal dining, large rec & gorgeous downstairs master measuring 22 x 20 w/ unbelievable bathroom suite. 1 yr AMS warranty plus 10 yr structural.|4686|37067|Franklin|http://pictures.realtracs.net/1023000/1023590/lr1023590-1.jpg|y
1023897|998900|"The Jefferson" Beautiful All Brick Home Built with all custom details and finishes! Elegant trim detail and custom cabinetry along with special finishes make this builder a homeowner favorite.|4563|37064|Franklin|http://pictures.realtracs.net/1023000/1023897/lr1023897-1.jpg|y
1025594|699000|Extraordinary inside & out! Custom home w/fabulous pool, brick privacy wall & lush lawn! Circular stairway in grand entryway just the start! HUGE kitchen is a chef's dream. 5th bdrm plus exercise room not listed. Many more details.|5538|37075|Hendersonville|http://pictures.realtracs.net/1025000/1025594/lr1025594-1.jpg|y
1028025|689000|REDUCED!!!!!New Home-Custom Built, Exquisite Mill Work Pkg, Master Suite Main Level, Gourmet Kitchen with Gathering Room, Walk In Closets In Each Bedroom, Full Basement Finished,w/Media & Exercise Room, 3 Car Garage, All Brick, Fence back yard.|6620|37027|Brentwood|http://pictures.realtracs.net/1028000/1028025/lr1028025-1.jpg|y
1028460|1295000|Stunning private estate with over-sized pool, spa, waterfall & 800 sq ft poolside guesthouse with kitchen. Luxurious open floor plan, soaring ceilings, spectacular gourmet kitchen with professional SS appliances, Viking range, SubZero Refrigerator & more!|6650|37215|Nashville|http://pictures.realtracs.net/1028000/1028460/lr1028460-14.jpg|y
1030715|760000|HUGE REDUCTION for this GORGEOUS LAKE HOME!! It's everything you dream of from the wrap-around porch to the AMAZING gigantic kitchen. This home is easy to live in and totally planned for entertaining. Huge lake-view windows across back.|4660|37075|Hendersonville|http://pictures.realtracs.net/1030000/1030715/lr1030715-12.jpg|y
1031208|650000|WOW!  BIG PRICE REDUCTION!~LOVELY CUSTOM HOME IN DRYWALL STAGE~DEATH IN FAMILY REQUIRES SALE~SELLERS LOSS-BUYERS GAIN~VERY FLEXIBLE PLAN CAN BE FINISHED TO BUYERS WISHES~PELLA WINDOWS~2 SUN/SCREENED RMS~FULL FIN BSMT~2 DECKS-3 CAR GARAGE|5513|37064|Franklin|http://pictures.realtracs.net/1031000/1031208/lr1031208-1.jpg|y
1031936|675000|Grand Foyer...Open Floor Plan w/18' to 20' Ceilings*Hardwoods*Tile Counter Tops*Library/Office*Exquisite Master Suite w/Fireplace* Extra Storage Everywhere*In-Law Apt.*Covered Patios and Deck*Beautifully Decorated and Landscaped*Circular Drive*|6235|37075|Hendersonville|http://pictures.realtracs.net/1031000/1031936/lr1031936-2.jpg|y
1033461|1275000|All offers considered - builder ready to sell.great family home.Walk to Percy Priest school, convenient to Green Hills and Brentwood, minutes to Radnor Lake. Custom quality cabinets and appliances,3 fireplaces, 3 car garage,. Covered porch with fireplace.|6550|37215|Nashville|http://pictures.realtracs.net/1033000/1033461/lr1033461-10.jpg|y
1034939|990000|KICK OUT CLAUSE. PLEASE CONTINUE TO SHOW!. New kitchen and kitchen appliances. New baths! New! New! New! You will love the open floor plan and the fact that thekitchen and the den are one big space. The playroom is upstairs. Main lvl master.|4917|37215|Nashville|http://pictures.realtracs.net/1034000/1034939/lr1034939-4.jpg|y
1037031|625000|Stunning home! Custom iron staircase railing, 8 ft mahogany entry doors, HUGE Master Suite & Bath! Large Gourmet Kitchen with granite counter tops & tons of cabinet space! Huge Bonus Rm over garage and much more this home offers!|4564|37064|Franklin|http://pictures.realtracs.net/1037000/1037031/lr1037031-1.jpg|y
